,Result,Distance,BatAge,LOB,ERA_Starting,ERA_Opposing,IP_Starting,IP_Opposing,ERA+_Starting ,ERA+_Opposing,FIP_Starting,FIP_Opposing
79,1,2293.76,30.1,1098,4.55,3.07,144,165,1,0,168,199.2
80,0,2293.76,30.1,1098,4.34,4.82,177,207,0,0,184.2,175.2
81,0,2293.76,30.1,1098,4.48,4.76,134,97,0,0,168.2,124.2
82,0,-2293.76,30.1,1098,4.55,4.82,144,207,1,0,168,175.2
83,0,-2293.76,30.1,1098,4.64,3.91,115,152,0,0,180.1,179.2
84,1,-2293.76,30.1,1098,3.22,3.07,106,165,0,0,81,199.2
85,0,2624.74,28.7,1036,4.48,3.86,134,124,0,0,168.2,144.2
86,0,2624.74,28.7,1036,2.16,6.02,104,23,0,0,108.1,46.1
87,1,2624.74,28.7,1036,4.64,2.04,115,64.5,0,0,180.1,55.05
88,1,-2624.74,28.7,1036,4.64,6.02,115,23,0,0,180.1,46.1
89,1,-2624.74,28.7,1036,4.34,4.11,177,108,0,1,184.2,186
90,1,-2624.74,28.7,1036,3.22,5.69,106,94,0,0,81,117
91,0,-2624.74,28.7,1036,4.64,2.04,115,64.5,0,0,180.1,55.05
92,1,-2624.74,28.7,1036,4.34,6.5,177,71,0,0,184.2,72
93,0,-2624.74,28.7,1036,3.22,4.11,106,108,0,1,81,186
94,1,-2624.74,28.7,1036,4.55,3.86,144,124,1,0,168,144.2
95,0,2624.74,28.7,1036,4.48,4.11,134,108,0,1,168.2,186
96,0,2624.74,28.7,1036,4.55,11.47,144,17,1,0,168,24.1
97,1,2624.74,28.7,1036,4.64,6.5,115,71,0,0,180.1,72
98,1,-2624.74,28.7,1036,4.06,3.86,55,124,0,0,62,144.2
99,1,-2624.74,28.7,1036,4.34,4.11,177,108,0,1,184.2,186
100,1,-2624.74,28.7,1036,4.48,5.965,134,13,0,0,168.2,24.1
101,1,2624.74,28.7,1036,3.69,2.15,28,23,0,0,31.2,29.1
102,1,2624.74,28.7,1036,4.06,3.86,55,124,0,0,62,144.2
103,1,2624.74,28.7,1036,4.34,6.5,177,71,0,0,184.2,72
104,1,1831.66,28.9,1173,4.64,3.38,115,85,0,0,180.1,104
105,0,1831.66,28.9,1173,4.06,3.98,55,63.5,0,0,62,80.65
106,1,1831.66,28.9,1173,4.34,3.88,177,98,0,0,184.2,116
107,0,3039.78,30.5,1099,4.64,4.22,115,119,0,1,180.1,134.1
109,1,3039.78,30.5,1099,4.34,4.12,177,147,0,0,184.2,199
110,0,-3039.78,30.5,1099,2.16,5.575,104,68.5,0,0.5,108.1,83
111,1,-3039.78,30.5,1099,4.64,4.22,115,119,0,1,180.1,134.1
113,1,-3039.78,30.5,1099,4.34,4.12,177,147,0,0,184.2,199
114,1,-3039.78,30.5,1099,3.22,5.575,106,68.5,0,0.5,81,83
115,1,-3039.78,30.5,1099,4.55,4.22,144,119,1,1,168,134.1
116,1,-3039.78,30.5,1099,4.48,2.625,134,25.5,0,0,168.2,31
117,1,3039.78,30.5,1099,4.64,3.79,115,117,0,0,180.1,121
118,0,3039.78,30.5,1099,3.22,4.12,106,147,0,0,81,199
119,1,3039.78,30.5,1099,4.34,2.58,177,46,0,0,184.2,49.65
120,1,3039.78,30.5,1099,4.34,3.82,177,122,0,0,184.2,153.1
121,1,3039.78,30.5,1099,4.48,3.79,134,117,0,0,168.2,121
122,0,3039.78,30.5,1099,4.64,8.52,115,22,0,0,180.1,29
123,0,-3039.78,30.5,1099,4.34,4.12,177,147,0,0,184.2,199
124,1,-3039.78,30.5,1099,4.48,3.82,134,122,0,0,168.2,153.1
125,0,-3039.78,30.5,1099,4.64,3.79,115,117,0,0,180.1,121
126,1,1096.82,28.5,1113,4.64,4.67,115,150,0,1,180.1,171.2
127,1,1096.82,28.5,1113,4.34,4.62,177,161,0,1,184.2,198.2
128,0,-1096.82,28.5,1113,4.55,4.67,144,150,1,1,168,171.2
129,0,-1096.82,28.5,1113,4.64,3.04,115,174,0,0,180.1,195.1
130,0,1260.34,27.7,1060,3.22,4.37,106,109,0,1,81,127.2
131,1,1260.34,27.7,1060,4.48,4.02,134,233,0,0,168.2,201.1
132,0,1260.34,27.7,1060,4.55,4.08,144,89,1,0,168,99.05
133,1,-1260.34,27.7,1060,4.48,4.88,134,167,0,0,168.2,175.1
134,1,-1260.34,27.7,1060,4.55,3.54,144,98,1,0,168,89
135,0,-1260.34,27.7,1060,4.64,4.02,115,233,0,0,180.1,201.1
136,0,372.06,28.4,1038,5.65,4.95,28,67,0,0,38.5,107.1
137,0,372.06,28.4,1038,4.64,3.32,115,200,0,0,180.1,200.2
138,0,372.06,28.4,1038,4.55,5.07,144,107,1,0,168,119
139,0,-372.06,28.4,1038,3.22,3.71,106,73,0,0,81,116.1
140,0,-372.06,28.4,1038,4.48,6.04,134,27,0,0,168.2,47.2
141,0,-372.06,28.4,1038,4.55,3.32,144,200,1,0,168,200.2
142,0,372.06,28.4,1038,4.48,3.71,134,73,0,0,168.2,116.1
143,0,372.06,28.4,1038,4.55,3.32,144,200,1,0,168,200.2
144,1,372.06,28.4,1038,4.64,3.41,115,132,0,0,180.1,100.1
145,0,372.06,28.4,1038,4.34,4.39,177,103,0,0,184.2,198.2
146,1,-372.06,28.4,1038,4.55,4.39,144,103,1,0,168,198.2
147,0,-372.06,28.4,1038,4.64,4.49,115,18,0,0,180.1,23.15
148,0,-372.06,28.4,1038,4.06,3.41,55,132,0,0,62,100.1
149,0,372.06,28.4,1038,4.64,5.07,115,107,0,0,180.1,119
150,0,372.06,28.4,1038,4.06,4.95,55,67,0,0,62,107.1
151,1,372.06,28.4,1038,4.34,3.41,177,132,0,0,184.2,100.1
152,0,-372.06,28.4,1038,4.64,4.39,115,103,0,0,180.1,198.2
153,0,-372.06,28.4,1038,3.69,5.07,28,107,0,0,31.2,119
154,1,-372.06,28.4,1038,4.06,4.95,55,67,0,0,62,107.1
155,1,-2077.45,30,1120,4.64,4.37,115,166,0,0,180.1,204
156,0,-2077.45,30,1120,3.22,4.46,106,126,0,0,81,169.2
157,0,-2077.45,30,1120,4.34,3.48,177,165,0,0,184.2,176
158,0,-2077.45,30,1120,4.48,3.18,134,163,0,0,168.2,195
159,1,2077.45,30,1120,4.06,4.19,55,84,0,0,62,81.15
160,0,2077.45,30,1120,4.34,3,177,161,0,0,184.2,192
161,0,2077.45,30,1120,4.48,4.37,134,166,0,0,168.2,204
0,0,-2169.84,28.7,1013,4.36,4.64,42,90,0,1,84.2,159
1,1,-2169.84,28.7,1013,2.48,3.89,216,110,2,0,232,132
2,1,-2169.84,28.7,1013,3.9,3.65,61,176,0,1,108.1,207.1
3,1,2169.84,28.7,1013,3.89,3.59,171,162,0,0,203.2,180.2
4,0,2169.84,28.7,1013,4.36,4.64,42,90,0,1,84.2,159
5,1,2169.84,28.7,1013,2.48,4.46,216,116,2,0,232,135.1
6,0,2169.84,28.7,1013,3.9,3.65,61,176,0,1,108.1,207.1
7,0,2169.84,28.7,1013,4.46,3.59,27,162,0,0,38.1,180.2
8,1,2169.84,28.7,1013,3.89,3.89,171,110,0,0,203.2,132
9,0,2169.84,28.7,1013,3.22,3.49,129,78,0,0,125.2,105.2
10,1,-2169.84,28.7,1013,3.89,3.89,171,110,0,0,203.2,132
11,1,-2169.84,28.7,1013,3.22,3.65,129,176,0,1,125.2,207.1
12,1,-2169.84,28.7,1013,3.275,4.46,77.5,116,0,0,91.15,135.1
13,0,2169.84,28.7,1013,2.48,4.64,216,90,2,1,232,159
14,0,2169.84,28.7,1013,3.22,3.59,129,162,0,0,125.2,180.2
15,1,2169.84,28.7,1013,3.605,3.49,90,78,0.5,0,90.05,105.2
16,1,-2169.84,28.7,1013,2.48,4.64,216,90,2,1,232,159
17,0,-2169.84,28.7,1013,3.22,3.59,129,162,0,0,125.2,180.2
18,0,-2169.84,28.7,1013,3.605,3.82,90,38,0.5,0,90.05,37.2
20,1,-1632.19,26.5,1153,2.48,4.62,216,121,2,0,232,146
21,1,-1632.19,26.5,1153,3.89,3.52,171,119,0,0,203.2,127.2
23,1,1632.19,26.5,1153,3.89,4.62,171,121,0,0,203.2,146
24,0,1632.19,26.5,1153,3.22,3.52,129,119,0,0,125.2,127.2
25,0,2012.74,27.9,990,2.48,3.34,216,153,2,0,232,191.1
26,1,2012.74,27.9,990,3.9,4.99,61,120,0,0,108.1,173
27,0,2012.74,27.9,990,3.89,4.11,171,168,0,0,203.2,184
28,1,-2012.74,27.9,990,4.46,4.11,27,168,0,0,38.1,184
29,1,-2012.74,27.9,990,3.89,6.04,171,26,0,0,203.2,44.2
30,1,-2012.74,27.9,990,3.22,4.91,129,109,0,0,125.2,144.2
31,0,-2012.74,27.9,990,2.48,3.34,216,153,2,0,232,191.1
32,1,2578.08,28.2,1142,5.4,5.61,14,49,0,0,16.2,59.1
33,0,2578.08,28.2,1142,3.89,3.26,171,107,0,0,203.2,113.1
34,0,2578.08,28.2,1142,3.22,3.85,129,98,0,0,125.2,121.2
36,1,-2578.08,28.2,1142,3.89,4.82,171,110,0,0,203.2,134.1
37,1,-2578.08,28.2,1142,3.22,4.46,129,147,0,0,125.2,193.2
38,0,-1513.59,28.2,1065,3.22,3.75,129,139,0,0,125.2,139.1
39,1,-1513.59,28.2,1065,2.48,3.36,216,177,2,1,232,206.1
40,0,-1513.59,28.2,1065,4.36,4.71,42,124,0,1,84.2,177.2
41,0,1513.59,28.2,1065,3.22,3.41,129,274,0,0,125.2,208.2
42,0,1513.59,28.2,1065,2.48,3.75,216,139,2,0,232,139.1
44,1,-1794.85,28,1147,2.48,3.49,216,245,2,0,232,222
45,0,-1794.85,28,1147,3.9,3.63,61,216,0,1,108.1,183.2
46,0,-1794.85,28,1147,7.16,4.55,16,170,0,0,16.1,176
47,1,1794.85,28,1147,2.48,3.63,216,216,2,1,232,183.2
49,0,1794.85,28,1147,5.4,4.55,14,170,0,0,16.2,176
50,0,1794.85,28,1147,4.46,3.05,27,44,0,0,38.1,91.1
51,1,-1415.17,28,1016,2.48,4.23,216,98,2,0,232,115
53,1,1415.17,28,1016,4.46,6.32,27,80,0,0,38.1,142.1
54,1,1415.17,28,1016,3.89,6.09,171,61,0,0,203.2,78.1
55,0,1781.36,28.3,1111,3.9,2.415,61,112.5,0,0.5,108.1,110.05
56,0,1781.36,28.3,1111,3.89,5.05,171,117,0,1,203.2,187
57,1,1781.36,28.3,1111,3.22,5.94,129,32,0,0,125.2,63.2
58,1,1781.36,28.3,1111,4.36,4.99,42,138,0,1,84.2,157
59,1,-1781.36,28.3,1111,2.48,5.05,216,117,2,1,232,187
60,0,-1781.36,28.3,1111,3.89,3.38,171,113,0,1,203.2,133.1
62,1,-1037.17,29.1,1079,3.22,2.73,129,39.5,0,0,125.2,37.65
63,1,-1037.17,29.1,1079,2.48,4.08,216,102,2,0,232,136.2
65,1,1037.17,29.1,1079,3.275,5.95,77.5,84,0,0,91.15,148.1
66,0,1037.17,29.1,1079,3.9,4.08,61,102,0,0,108.1,136.2
67,0,1037.17,29.1,1079,2.48,4.08,216,156,2,0,232,163.1
68,1,-2206.37,29.6,1121,3.605,3.69,90,116,0.5,0,90.05,180.1
69,1,-2206.37,29.6,1121,3.275,1.66,77.5,200,0,0,91.15,222.2
70,1,-2206.37,29.6,1121,3.22,2.13,129,301,0,3,125.2,232.2
71,0,1702.18,28.2,993,3.275,3.84,77.5,145,0,0,91.15,194.2
72,1,1702.18,28.2,993,3.605,4.26,90,86,0.5,0,90.05,164.2
73,0,1702.18,28.2,993,3.22,4,129,82,0,0,125.2,108
74,1,-1702.18,28.2,993,3.89,4.26,171,86,0,0,203.2,164.2
75,0,-1702.18,28.2,993,3.22,4,129,82,0,0,125.2,108
76,1,-1702.18,28.2,993,2.48,3.1,216,53,2,0,232,58
77,1,-2293.76,31.4,1151,2.48,3.29,216,104,2,0,232,131.1
79,0,-2293.76,31.4,1151,4.46,3.51,27,139,0,0,38.1,154
80,1,-2293.76,31.4,1151,3.89,4.37,171,156,0,0,203.2,160.2
81,0,2293.76,31.4,1151,3.9,4.2,61,121,0,0,108.1,154.1
82,1,2293.76,31.4,1151,2.48,5.07,216,63,2,0,232,94
83,1,2293.76,31.4,1151,3.89,4.37,171,156,0,0,203.2,160.2
84,0,-2624.74,27.9,1102,3.9,3.275,61,77.5,0,0,108.1,91.15
85,0,-2624.74,27.9,1102,5.4,4.05,3,77,0,0,5,115.2
86,1,-2624.74,27.9,1102,3.89,3.66,171,82,0,0,203.2,86
87,1,2624.74,27.9,1102,2.48,3.275,216,77.5,2,0,232,91.15
88,1,2624.74,27.9,1102,3.9,4.05,61,77,0,0,108.1,115.2
89,1,2624.74,27.9,1102,7.16,3.66,16,82,0,0,16.1,86
90,0,-2624.74,27.9,1102,3.22,3.66,129,82,0,0,125.2,86
91,1,-2624.74,27.9,1102,4.36,2.73,42,169,0,2,84.2,208
92,1,-2624.74,27.9,1102,2.48,3.35,216,64,2,1,232,96.2
93,1,2624.74,27.9,1102,3.9,6.47,61,19,0,0,108.1,27.55
94,0,2624.74,27.9,1102,2.48,2.73,216,169,2,2,232,208
95,0,2624.74,27.9,1102,3.89,4.18,171,136,0,0,203.2,157
96,0,2624.74,27.9,1102,3.605,3.56,90,64,0.5,0,90.05,86
97,0,2624.74,27.9,1102,3.605,5.285,90,28,0.5,0,90.05,37.2
98,0,2624.74,27.9,1102,3.275,2.73,77.5,169,0,2,91.15,208
99,1,2624.74,27.9,1102,3.89,6.47,171,19,0,0,203.2,27.55
100,0,-2624.74,27.9,1102,3.605,5.285,90,28,0.5,0,90.05,37.2
101,1,-2624.74,27.9,1102,3.275,2.73,77.5,169,0,2,91.15,208
102,1,-2624.74,27.9,1102,3.89,6.47,171,19,0,0,203.2,27.55
103,1,2095.92,27.7,1028,3.89,3.91,171,216,0,0,203.2,202.1
104,1,2095.92,27.7,1028,4.36,3.26,42,212,0,0,84.2,196
105,1,2095.92,27.7,1028,2.48,4.34,216,165,2,0,232,184.2
106,1,3039.78,28.6,1080,7.16,3.54,16,111,0,1,16.1,129.2
107,1,3039.78,28.6,1080,3.89,4.56,171,157,0,0,203.2,169.2
108,0,3039.78,28.6,1080,4.36,3.245,42,75.5,0,0,84.2,85.65
109,1,-3039.78,28.6,1080,3.9,3.9,61,56,0,0,108.1,67
110,1,-3039.78,28.6,1080,6.86,4.14,17,97,0,0,21,115.1
111,1,-3039.78,28.6,1080,3.89,4.56,171,157,0,0,203.2,169.2
112,1,-3039.78,28.6,1080,4.36,3.245,42,75.5,0,0,84.2,85.65
113,1,-3039.78,28.6,1080,4.46,3.53,27,191,0,2,38.1,201.2
114,0,-3039.78,28.6,1080,3.89,4.6,171,64,0,2,203.2,90
115,1,-3039.78,28.6,1080,3.22,4.14,129,97,0,0,125.2,115.1
116,0,3039.78,28.6,1080,3.22,4.14,129,97,0,0,125.2,115.1
117,0,3039.78,28.6,1080,2.48,4.56,216,157,2,0,232,169.2
119,1,-3039.78,28.6,1080,2.48,2.99,216,40.5,2,0,232,44.15
120,0,-3039.78,28.6,1080,3.9,4.14,61,97,0,0,108.1,115.1
121,0,-3039.78,28.6,1080,3.275,4.56,77.5,157,0,0,91.15,169.2
122,1,3039.78,28.6,1080,3.22,4.14,129,97,0,0,125.2,115.1
123,0,3039.78,28.6,1080,3.605,2.99,90,40.5,0.5,0,90.05,44.15
124,1,3039.78,28.6,1080,3.275,2.45,77.5,24,0,0,91.15,18.1
125,0,-2640.91,28.9,1130,3.89,3.95,171,141,0,1,203.2,177.2
126,1,-2640.91,28.9,1130,4.46,4.44,27,64,0,0,38.1,123.2
127,0,2640.91,28.9,1130,3.275,2.93,77.5,234,0,2,91.15,218.1
128,1,2640.91,28.9,1130,3.9,3.95,61,141,0,1,108.1,177.2
129,0,1260.34,28.5,1075,3.89,3.75,171,126,0,0,203.2,163.1
130,0,1260.34,28.5,1075,2.48,3.35,216,150,2,0,232,169.1
131,0,1260.34,28.5,1075,3.22,5.43,129,46,0,0,125.2,63
132,0,-1260.34,28.5,1075,3.275,3.75,77.5,126,0,0,91.15,163.1
133,1,-1260.34,28.5,1075,3.9,3.35,61,150,0,0,108.1,169.1
135,0,-1260.34,28.5,1075,3.89,3.23,171,252,0,1,203.2,212
136,1,372.06,28.7,1130,3.89,4.91,171,41,0,1,203.2,58.2
137,0,372.06,28.7,1130,4.36,3.42,42,121,0,0,84.2,184.1
138,1,372.06,28.7,1130,2.48,4.66,216,142,2,1,232,204.2
139,0,-372.06,28.7,1130,2.48,7.375,216,20.5,2,0,232,29.05
140,0,-372.06,28.7,1130,3.9,4.9,61,72,0,0,108.1,86.1
141,0,-372.06,28.7,1130,6.86,4.66,17,142,0,1,21,204.2
142,1,-372.06,28.7,1130,3.89,4.46,171,48,0,0,203.2,78.2
143,0,-372.06,28.7,1130,3.9,4.66,61,142,0,1,108.1,204.2
144,1,-372.06,28.7,1130,2.48,3.42,216,121,2,0,232,184.1
145,0,372.06,28.7,1130,3.22,4.66,129,142,0,1,125.2,204.2
146,0,372.06,28.7,1130,5.4,3.42,14,121,0,0,16.2,184.1
147,0,372.06,28.7,1130,3.275,3.96,77.5,77,0,0,91.15,125
148,0,372.06,28.7,1130,3.275,3.65,77.5,107.5,0,0.5,91.15,105.7
149,0,372.06,28.7,1130,3.89,4.91,171,41,0,1,203.2,58.2
150,0,372.06,28.7,1130,2.48,4.46,216,48,2,0,232,78.2
151,0,372.06,28.7,1130,3.22,4.66,129,142,0,1,125.2,204.2
152,0,-372.06,28.7,1130,3.275,3.42,77.5,121,0,0,91.15,184.1
153,1,-372.06,28.7,1130,3.89,4.91,171,41,0,1,203.2,58.2
154,1,-372.06,28.7,1130,2.48,4.46,216,48,2,0,232,78.2
155,1,-2077.45,29.5,1057,4.36,5.57,42,129,0,1,84.2,150.1
156,1,-2077.45,29.5,1057,2.48,3.91,216,126,2,0,232,214.1
157,1,-2077.45,29.5,1057,3.9,3.13,61,131,0,0,108.1,181
158,1,-2077.45,29.5,1057,3.89,3.81,171,91,0,1,203.2,198.2
159,0,2077.45,29.5,1057,4.36,3.22,42,61,0,0,84.2,92.1
160,0,2077.45,29.5,1057,4.46,5.57,27,129,0,1,38.1,150.1
161,0,2077.45,29.5,1057,3.89,3.91,171,126,0,0,203.2,214.1
0,0,-2169.84,29.3,1113,9.49,2.61,9,164,0,1,12.1,168.2
1,0,-2169.84,29.3,1113,2.93,4.3,146,86,1,0,200,113
2,1,-2169.84,29.3,1113,3.74,3.59,107,169,1,0,180.1,213.1
3,0,-2169.84,29.3,1113,3.4,4.51,57.5,151,0,1,90.05,175.2
4,1,2169.84,29.3,1113,2.93,2.61,146,164,1,1,200,168.2
5,0,2169.84,29.3,1113,3.74,4.3,107,86,1,0,180.1,113
6,0,2169.84,29.3,1113,2.73,3.59,157,169,0,0,154.2,213.1
7,1,-2169.84,29.3,1113,2.73,4.51,157,151,0,1,154.2,175.2
8,0,-2169.84,29.3,1113,3.4,2.61,57.5,164,0,1,90.05,168.2
9,1,-2169.84,29.3,1113,4.72,4.3,119,86,0,0,131.2,113
10,0,2169.84,29.3,1113,4.39,3.04,94,124,0,0,143.2,136
11,0,2169.84,29.3,1113,2.93,4.51,146,151,1,1,200,175.2
12,0,2169.84,29.3,1113,3.74,3.75,107,108,1,0,180.1,127.1
13,0,2169.84,29.3,1113,2.73,2.61,157,164,0,1,154.2,168.2
14,1,-2169.84,29.3,1113,4.72,4.51,119,151,0,1,131.2,175.2
15,1,-2169.84,29.3,1113,2.73,3.59,157,169,0,0,154.2,213.1
16,0,2169.84,29.3,1113,4.39,4.51,94,151,0,1,143.2,175.2
17,0,2169.84,29.3,1113,3.74,3.59,107,169,1,0,180.1,213.1
18,1,2169.84,29.3,1113,2.93,3.75,146,108,1,0,200,127.1
19,1,1632.19,27.6,1092,3.4,3.46,57.5,115,0,1,90.05,179.1
20,0,1632.19,27.6,1092,4.72,4.08,119,47,0,0,131.2,86
21,1,-1632.19,27.6,1092,2.93,3.95,146,87.5,1,0.5,200,99.65
22,1,-1632.19,27.6,1092,3.74,4.34,107,183,1,0,180.1,201.1
23,0,-1128.16,26.8,1128,3.74,3.57,107,161,1,0,180.1,204.1
24,0,-1128.16,26.8,1128,2.73,2.78,157,170,0,0,154.2,171.2
25,1,-1128.16,26.8,1128,3.4,4.77,57.5,120,0,0,90.05,145.1
26,0,2012.74,28.3,1088,3.74,3.54,107,136,1,0,180.1,185.2
27,0,2012.74,28.3,1088,2.73,3.23,157,111,0,1,154.2,159
28,1,2012.74,28.3,1088,3.4,3.34,57.5,150,0,1,90.05,207.1
29,1,-2012.74,28.3,1088,4.72,4.81,119,116,0,0,131.2,125.1
30,1,-2012.74,28.3,1088,4.39,3.23,94,111,0,1,143.2,159
31,0,-2012.74,28.3,1088,2.93,3.34,146,150,1,1,200,207.1
32,0,-2012.74,28.3,1088,3.74,3.54,107,136,1,0,180.1,185.2
33,0,-2578.08,29.1,1168,3.74,3.95,107,82,1,0,180.1,98.65
34,1,-2578.08,29.1,1168,4.39,3.445,94,79,0,0,143.2,101.1
35,0,-2578.08,29.1,1168,4.72,5.34,119,132,0,2,131.2,170.1
36,0,2578.08,29.1,1168,3.74,5.03,107,36,1,0,180.1,59
